Delivery_person_Age,Delivery_person_Ratings,distance,order_preparation_time,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
22.0,4.3,7.0,15.0,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,33
29.566910587697233,4.6337736972250205,13.0,5.0,Cloudy,Medium,2,scooter,1.0,No,Metropolitian,37
26.0,4.9,16.0,5.0,Windy,Low,2,electric_scooter,0.0,No,Metropolitian,11
15.0,1.0,17.0,45.0,Fog,Low,3,electric_scooter,1.0,No,Urban,15
32.0,4.9,13.0,15.0,Cloudy,Jam,0,motorcycle,2.0,No,Metropolitian,45
30.0,5.0,13.0,10.0,Windy,Jam,0,motorcycle,3.0,Yes,Metropolitian,52
32.0,4.9,6.0,15.0,Sunny,Medium,2,scooter,1.0,No,Metropolitian,21
30.0,4.6,14.0,75.0,Sunny,Low,2,scooter,1.0,No,Metropolitian,19
31.0,4.9,7.0,10.0,Cloudy,Medium,0,motorcycle,1.0,No,Metropolitian,33
21.0,4.9,1.0,10.0,Windy,Low,1,scooter,1.0,No,Metropolitian,19
34.0,5.0,1.0,15.0,Fog,High,2,motorcycle,1.0,No,Urban,36
29.0,4.5,1.0,10.0,Windy,Low,1,scooter,1.0,No,Metropolitian,10
27.0,4.8,4.0,10.0,Stormy,Medium,2,motorcycle,0.0,No,Urban,24
30.0,4.1,19.0,1415.0,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,35
31.0,5.0,2.0,800.0,Fog,Low,1,scooter,1.0,No,Metropolitian,16
34.0,4.4,16.0,10.0,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,38
31.0,4.9,4.0,5.0,Cloudy,Low,1,motorcycle,0.0,No,Metropolitian,17
25.0,4.7,6.0,5.0,Cloudy,Medium,0,motorcycle,1.0,No,Urban,23
29.0,4.9,9.0,10.0,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,19
34.0,4.1,9.0,5.0,Stormy,Jam,1,motorcycle,1.0,No,Metropolitian,31
34.0,4.7,13.0,10.0,Stormy,Jam,0,motorcycle,0.0,No,Semi-Urban,47
21.0,5.0,11.0,5.0,Sandstorms,Low,1,scooter,0.0,No,Metropolitian,15
24.0,5.0,1.0,5.0,Sandstorms,High,1,motorcycle,0.0,No,Metropolitian,13
27.0,5.0,13.0,5.0,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,20
27.0,4.8,13.0,15.0,Sandstorms,Low,1,motorcycle,0.0,No,Urban,10
29.566910587697233,4.6337736972250205,6.0,960.0,Windy,High,2,motorcycle,1.0,No,Metropolitian,27
31.0,3.5,10.0,15.0,Sandstorms,Medium,1,motorcycle,1.0,No,Urban,38
37.0,4.8,19.0,10.0,Sunny,Low,0,motorcycle,1.0,No,Urban,27
39.0,4.3,1.0,10.0,Sandstorms,High,2,motorcycle,0.0,No,Metropolitian,34
32.0,4.5,12.0,1425.0,Sunny,Jam,1,scooter,0.0,No,Metropolitian,20
30.0,4.5,4.0,10.0,Stormy,Medium,1,motorcycle,1.0,No,Metropolitian,30
22.0,4.8,6.0,920.0,Stormy,High,1,scooter,1.0,No,Metropolitian,15
22.0,4.7,4.0,5.0,Fog,Low,2,motorcycle,0.0,No,Metropolitian,19
38.0,5.0,19.0,10.0,Cloudy,Medium,0,motorcycle,1.0,No,Metropolitian,39
30.0,4.8,13.0,15.0,Fog,Jam,2,electric_scooter,0.0,Yes,Metropolitian,46
28.0,4.9,6.0,10.0,Cloudy,Medium,0,motorcycle,0.0,No,Metropolitian,28
23.0,5.0,12.0,5.0,Stormy,Medium,1,scooter,0.0,No,Metropolitian,18
32.0,5.0,3.0,5.0,Sunny,Low,0,motorcycle,0.0,No,Metropolitian,28
35.0,4.9,9.0,1415.0,Sunny,Jam,1,motorcycle,1.0,No,Urban,21
27.0,4.9,10.0,5.0,Stormy,Medium,0,motorcycle,0.0,No,Metropolitian,30
22.0,4.8,3.0,10.0,Fog,High,2,motorcycle,1.0,No,Metropolitian,29
27.0,4.6,20.0,5.0,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,20
24.0,4.7,10.0,15.0,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,38
28.0,5.0,12.0,5.0,Sandstorms,Medium,0,motorcycle,1.0,No,Urban,33
29.0,4.8,12.0,15.0,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,20
37.0,5.0,12.0,10.0,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,28
36.0,4.7,9.0,15.0,Sunny,Medium,1,motorcycle,1.0,No,Metropolitian,19
21.0,4.6,4.0,15.0,Cloudy,Low,1,scooter,0.0,No,Urban,13
38.0,4.6,1.0,5.0,Windy,Low,1,motorcycle,1.0,No,Metropolitian,22
39.0,4.6,16.0,1215.0,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,35
28.0,4.7,8.0,10.0,Cloudy,Jam,1,scooter,1.0,No,Metropolitian,25
32.0,4.1,12.0,10.0,Fog,Medium,2,electric_scooter,1.0,No,Metropolitian,33
27.0,4.8,7.0,15.0,Sunny,Jam,2,scooter,1.0,No,Metropolitian,14
22.0,4.6,13.0,15.0,Sunny,Low,1,motorcycle,1.0,No,Metropolitian,28
25.0,4.6,5.0,10.0,Stormy,High,0,motorcycle,1.0,No,Metropolitian,23
29.566910587697233,4.6337736972250205,20.0,1315.0,Windy,Jam,2,motorcycle,1.0,No,Metropolitian,25
32.0,4.8,13.0,15.0,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,40
30.0,4.7,6.0,15.0,Sandstorms,High,1,scooter,0.0,No,Metropolitian,29
25.0,4.9,12.0,10.0,Stormy,Medium,1,scooter,1.0,No,Urban,19
29.566910587697233,4.6337736972250205,3.0,830.0,Stormy,High,2,electric_scooter,1.0,No,Metropolitian,26
36.0,4.2,3.0,10.0,Sandstorms,Low,0,motorcycle,0.0,No,Metropolitian,25
30.0,5.0,20.0,80.0,Sandstorms,Low,2,scooter,1.0,No,Metropolitian,23
27.0,4.7,2.0,15.0,Fog,High,1,scooter,1.0,No,Metropolitian,34
32.0,4.6,19.0,5.0,Fog,Medium,1,motorcycle,1.0,No,Metropolitian,40
37.0,4.5,16.0,10.0,Cloudy,Low,1,motorcycle,1.0,No,Metropolitian,37
39.0,4.4,1.0,10.0,Windy,Low,0,motorcycle,1.0,No,Metropolitian,23
29.0,4.8,4.0,5.0,Windy,Low,1,scooter,0.0,No,Urban,15
25.0,4.6,9.0,1335.0,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,18
20.0,5.0,20.0,1355.0,Sandstorms,Low,1,motorcycle,0.0,No,Metropolitian,14
24.0,5.0,7.0,15.0,Sandstorms,Medium,1,scooter,0.0,No,Urban,22
28.0,4.9,4.0,5.0,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,22
38.0,4.9,4.0,5.0,Stormy,Medium,1,motorcycle,0.0,No,Metropolitian,26
27.0,5.0,13.0,1340.0,Cloudy,Jam,2,scooter,1.0,No,Metropolitian,31
23.0,4.5,1.0,675.0,Sandstorms,Low,1,motorcycle,0.0,No,Urban,13
20.0,4.5,7.0,10.0,Cloudy,Medium,0,motorcycle,1.0,No,Urban,29
34.0,5.0,4.0,15.0,Fog,Low,0,motorcycle,1.0,No,Metropolitian,26
35.0,4.8,10.0,5.0,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,26
36.0,4.8,9.0,5.0,Cloudy,Medium,0,motorcycle,0.0,No,Metropolitian,29
23.0,4.9,6.0,915.0,Sandstorms,High,2,electric_scooter,0.0,No,Metropolitian,15
21.0,4.6,10.0,1330.0,Stormy,Jam,1,motorcycle,1.0,No,Urban,17
35.0,4.6,12.0,10.0,Cloudy,Medium,0,motorcycle,3.0,No,Metropolitian,48
20.0,4.4,7.0,15.0,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,19
27.0,4.6,3.0,705.0,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,23
28.0,4.5,6.0,15.0,Stormy,High,2,scooter,0.0,No,Metropolitian,13
25.0,4.6,20.0,15.0,Stormy,Medium,2,scooter,1.0,No,Metropolitian,27
27.0,4.5,6.0,345.0,Sunny,Medium,2,scooter,0.0,No,Metropolitian,15
20.0,4.6,11.0,15.0,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,28
29.0,4.9,14.0,10.0,Stormy,Medium,1,scooter,0.0,No,Urban,18
39.0,4.6,9.0,10.0,Sunny,Jam,2,scooter,1.0,No,Metropolitian,24
23.0,5.0,9.0,1280.0,Fog,Medium,1,motorcycle,1.0,No,Metropolitian,16
28.0,4.7,3.0,10.0,Fog,Low,0,motorcycle,1.0,No,Urban,20
34.0,4.7,3.0,10.0,Fog,Low,2,scooter,0.0,No,Metropolitian,19
38.0,4.3,3.0,15.0,Windy,High,2,motorcycle,1.0,No,Metropolitian,32
39.0,5.0,16.0,5.0,Cloudy,Medium,2,electric_scooter,1.0,No,Metropolitian,41
38.0,4.8,10.0,5.0,Fog,Jam,0,motorcycle,1.0,No,Semi-Urban,53
21.0,4.8,1.0,5.0,Windy,High,0,motorcycle,0.0,No,Metropolitian,24
29.0,4.8,6.0,5.0,Cloudy,High,1,motorcycle,1.0,No,Urban,22
36.0,4.9,9.0,5.0,Sunny,Medium,1,scooter,1.0,No,Metropolitian,19
30.0,4.7,3.0,15.0,Sunny,Low,2,scooter,0.0,No,Metropolitian,12
27.0,4.6,13.0,15.0,Fog,Jam,2,scooter,1.0,No,Urban,39
39.0,4.8,9.0,1390.0,Sunny,Jam,2,scooter,1.0,No,Urban,21
35.0,4.0,20.0,5.0,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,42
22.0,4.7,3.0,15.0,Fog,Low,2,motorcycle,1.0,No,Metropolitian,19
27.0,4.8,10.0,10.0,Fog,Medium,2,scooter,1.0,No,Metropolitian,33
26.0,4.6,16.0,5.0,Sunny,Low,2,scooter,1.0,No,Metropolitian,27
38.0,4.0,6.0,335.0,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,39
27.0,5.0,1.0,15.0,Fog,Low,1,scooter,0.0,No,Urban,16
38.0,4.7,4.0,10.0,Windy,Jam,0,motorcycle,0.0,No,Metropolitian,48
29.0,4.7,13.0,10.0,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,22
38.0,4.2,20.0,160.0,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,48
22.0,4.1,19.0,5.0,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,31
28.0,4.6,12.0,10.0,Windy,Jam,2,electric_scooter,0.0,No,Metropolitian,19
24.0,4.9,6.0,15.0,Fog,Medium,2,scooter,1.0,No,Metropolitian,17
34.0,4.9,2.0,10.0,Fog,Low,2,scooter,1.0,No,Metropolitian,18
36.0,3.6,16.0,5.0,Stormy,Medium,2,motorcycle,0.0,No,Metropolitian,37
29.0,4.7,4.0,1425.0,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,18
21.0,4.8,3.0,15.0,Windy,Low,1,motorcycle,0.0,No,Metropolitian,11
25.0,4.9,17.0,15.0,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,23
31.0,5.0,9.0,5.0,Cloudy,Jam,0,motorcycle,0.0,No,Urban,32
28.0,4.8,7.0,15.0,Sandstorms,Low,2,motorcycle,1.0,No,Metropolitian,18
26.0,4.8,12.0,10.0,Fog,Jam,1,scooter,0.0,No,Metropolitian,30
30.0,5.0,13.0,5.0,Cloudy,Medium,2,electric_scooter,2.0,No,Metropolitian,34
23.0,4.7,7.0,15.0,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,29
26.0,4.9,7.0,5.0,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,25
38.0,5.0,2.0,15.0,Stormy,Low,2,scooter,1.0,No,Urban,22
30.0,4.9,9.0,10.0,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,23
28.0,4.9,9.0,10.0,Stormy,Low,2,scooter,0.0,No,Metropolitian,18
34.0,4.8,12.0,10.0,Sunny,Jam,2,electric_scooter,1.0,No,Urban,20
35.0,4.9,7.0,15.0,Cloudy,Low,2,motorcycle,1.0,No,Urban,18
33.0,4.8,4.0,10.0,Cloudy,Jam,1,scooter,1.0,No,Metropolitian,32
32.0,4.6,3.0,10.0,Fog,Low,2,electric_scooter,1.0,No,Urban,19
38.0,4.6,9.0,15.0,Stormy,Low,2,scooter,0.0,No,Metropolitian,27
22.0,4.4,1.0,10.0,Windy,Low,0,motorcycle,0.0,No,Metropolitian,19
27.0,4.6,6.0,5.0,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,10
26.0,4.6,16.0,1270.0,Fog,Medium,1,motorcycle,1.0,No,Metropolitian,26
39.0,4.9,4.0,1355.0,Sunny,Low,1,scooter,1.0,No,Urban,19
35.0,4.0,6.0,1030.0,Fog,High,1,scooter,1.0,No,Urban,34
24.0,4.7,10.0,10.0,Windy,Low,1,motorcycle,1.0,No,Metropolitian,12
20.0,4.9,19.0,15.0,Cloudy,Low,2,motorcycle,1.0,No,Metropolitian,20
26.0,4.9,7.0,15.0,Sandstorms,Low,2,electric_scooter,0.0,No,Metropolitian,17
38.0,5.0,4.0,10.0,Sunny,Medium,1,motorcycle,0.0,No,Metropolitian,19
38.0,4.6,12.0,15.0,Sandstorms,Low,1,scooter,1.0,No,Urban,24
22.0,5.0,3.0,5.0,Fog,Low,1,motorcycle,0.0,No,Metropolitian,10
22.0,4.3,4.0,10.0,Fog,Jam,1,scooter,1.0,No,Urban,33
32.0,4.7,19.0,15.0,Windy,Low,0,motorcycle,1.0,No,Urban,29
28.0,4.8,3.0,585.0,Sunny,High,1,motorcycle,1.0,No,Urban,12
20.0,4.7,7.0,15.0,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,25
36.0,4.9,9.0,10.0,Cloudy,Low,2,scooter,0.0,No,Urban,18
24.0,4.3,12.0,15.0,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,39
28.0,5.0,19.0,5.0,Sunny,Jam,1,motorcycle,1.0,No,Metropolitian,20
27.0,4.7,1.0,15.0,Sandstorms,Low,1,motorcycle,0.0,No,Urban,15
29.0,4.5,6.0,515.0,Sandstorms,High,2,scooter,1.0,No,Metropolitian,21
21.0,4.6,19.0,15.0,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,29
37.0,4.7,9.0,10.0,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,20
23.0,4.3,3.0,15.0,Sandstorms,Low,0,motorcycle,1.0,No,Urban,15
30.0,4.3,7.0,5.0,Stormy,Jam,2,motorcycle,0.0,No,Urban,31
27.0,4.5,3.0,5.0,Fog,Low,1,motorcycle,0.0,No,Metropolitian,14
31.0,4.5,10.0,5.0,Stormy,Jam,1,scooter,1.0,No,Metropolitian,37
37.0,4.8,3.0,15.0,Sandstorms,Low,1,motorcycle,0.0,No,Metropolitian,27
20.0,4.7,13.0,10.0,Sunny,Medium,2,motorcycle,0.7446345675136238,No,Metropolitian,13
34.0,4.6,16.0,10.0,Sandstorms,Low,2,scooter,1.0,No,Metropolitian,15
38.0,4.5,12.0,35.0,Stormy,Jam,1,motorcycle,0.0,No,Urban,31
20.0,4.6,10.0,10.0,Windy,Jam,0,motorcycle,1.0,No,Urban,35
29.566910587697233,4.6337736972250205,2.0,790.0,Sunny,Low,2,scooter,1.0,No,Metropolitian,20
36.0,5.0,16.0,95.0,Sunny,Jam,2,scooter,0.0,No,Urban,23
33.0,4.8,12.0,1280.0,Sunny,Medium,1,scooter,0.0,No,Metropolitian,20
32.0,3.9,14.0,10.0,Fog,Low,2,scooter,0.0,No,Metropolitian,35
38.0,4.2,1.0,5.0,Windy,High,0,motorcycle,1.0,Yes,Metropolitian,41
35.0,4.1,10.0,10.0,Windy,Jam,0,motorcycle,0.0,No,Metropolitian,45
24.0,4.5,19.0,160.0,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,27
23.0,4.8,16.0,15.0,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,30
38.0,4.5,9.0,5.0,Windy,Medium,2,electric_scooter,0.0,No,Metropolitian,28
25.0,4.8,3.0,695.0,Sunny,Low,0,motorcycle,1.0,No,Urban,15
38.0,4.5,7.0,10.0,Sunny,Jam,2,scooter,1.0,No,Metropolitian,18
27.0,4.9,20.0,10.0,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,44
36.0,4.9,4.0,10.0,Cloudy,Low,1,scooter,0.0,No,Urban,19
34.0,5.0,1.0,15.0,Stormy,Low,1,scooter,1.0,No,Metropolitian,21
26.0,3.3,16.0,10.0,Sunny,Low,1,scooter,2.0,No,Metropolitian,39
29.566910587697233,4.6337736972250205,17.0,70.0,Stormy,Low,0,motorcycle,0.0,No,Metropolitian,25
27.0,4.9,10.0,5.0,Sunny,Medium,1,scooter,1.0,No,Urban,19
38.0,4.9,20.0,5.0,Windy,Medium,2,motorcycle,0.0,No,Metropolitian,22
29.0,4.8,10.0,5.0,Sandstorms,Low,2,motorcycle,0.0,No,Metropolitian,17
28.0,4.6,1.0,5.0,Windy,High,2,scooter,1.0,No,Metropolitian,22
28.0,4.6,12.0,15.0,Stormy,Low,2,scooter,1.0,No,Urban,18
34.0,4.0,16.0,5.0,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,53
21.0,4.9,7.0,5.0,Sunny,Jam,2,motorcycle,0.0,No,Urban,18
22.0,4.8,7.0,5.0,Sandstorms,Jam,2,scooter,0.0,No,Urban,19
36.0,4.9,13.0,1355.0,Fog,Low,2,scooter,0.7446345675136238,No,Metropolitian,25
22.0,4.6,19.0,10.0,Sandstorms,Medium,2,electric_scooter,1.0,No,Urban,15
24.0,4.8,7.0,5.0,Cloudy,Medium,2,electric_scooter,0.0,No,Urban,11
27.0,4.9,10.0,15.0,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,30
23.0,4.6,9.0,1420.0,Windy,Jam,1,scooter,1.0,No,Metropolitian,20
31.0,4.9,1.0,645.0,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,22
21.0,4.1,17.0,10.0,Cloudy,Medium,2,scooter,0.0,No,Metropolitian,36
22.0,4.7,7.0,10.0,Sunny,Jam,1,scooter,0.0,No,Urban,10
28.0,4.8,17.0,20.0,Cloudy,Jam,0,motorcycle,0.0,No,Metropolitian,44
28.0,4.0,6.0,15.0,Sandstorms,High,0,motorcycle,1.0,No,Metropolitian,38
27.0,4.5,20.0,15.0,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,21
29.0,4.8,13.0,5.0,Fog,Low,0,motorcycle,0.7446345675136238,No,Metropolitian,20
28.0,3.1,13.0,10.0,Sunny,Low,2,scooter,0.0,No,Urban,35
38.0,4.8,13.0,15.0,Sandstorms,Medium,1,motorcycle,1.0,No,Metropolitian,25
24.0,4.6,13.0,15.0,Sandstorms,Low,2,scooter,0.0,No,Metropolitian,15
33.0,4.7,7.0,1360.0,Sunny,Low,2,scooter,1.0,No,Urban,19
32.0,4.0,17.0,10.0,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,36
27.0,4.8,4.0,5.0,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,19
27.0,4.6,13.0,10.0,Cloudy,Low,0,motorcycle,0.0,No,Metropolitian,23
37.0,4.8,5.0,10.0,Cloudy,Medium,2,scooter,0.0,No,Urban,18
24.0,4.5,12.0,5.0,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,29
34.0,4.7,7.0,5.0,Sunny,Jam,1,scooter,1.0,No,Urban,19
34.0,4.2,13.0,15.0,Windy,Jam,2,motorcycle,1.0,No,Metropolitian,32
36.0,4.9,1.0,10.0,Sunny,Low,1,scooter,0.7446345675136238,No,Metropolitian,18
31.0,5.0,11.0,10.0,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,36
30.0,5.0,6.0,5.0,Cloudy,High,1,motorcycle,1.0,No,Urban,25
21.0,4.8,7.0,15.0,Fog,Low,2,electric_scooter,0.7446345675136238,No,Urban,11
22.0,4.8,16.0,10.0,Windy,Low,2,motorcycle,1.0,No,Metropolitian,10
32.0,4.7,1.0,755.0,Sandstorms,Low,1,scooter,1.0,No,Metropolitian,28
23.0,4.8,16.0,15.0,Sunny,Low,0,motorcycle,0.0,No,Metropolitian,25
29.566910587697233,4.6337736972250205,4.0,110.0,Fog,Low,2,electric_scooter,1.0,No,Metropolitian,15
27.0,4.6,20.0,10.0,Fog,Medium,1,scooter,0.0,No,Metropolitian,33
30.0,4.7,16.0,15.0,Windy,Low,0,motorcycle,1.0,No,Metropolitian,20
29.566910587697233,4.6337736972250205,10.0,1365.0,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,40
34.0,4.9,1.0,10.0,Cloudy,Low,2,scooter,1.0,No,Metropolitian,18
31.0,4.7,3.0,5.0,Sandstorms,Low,1,scooter,0.0,No,Urban,21
35.0,4.5,2.0,15.0,Windy,High,2,scooter,0.0,No,Metropolitian,29
22.0,4.6,4.0,5.0,Sandstorms,Medium,2,electric_scooter,1.0,No,Metropolitian,20
34.0,4.7,7.0,15.0,Stormy,Jam,1,scooter,0.0,No,Metropolitian,27
24.0,5.0,16.0,1330.0,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,28
31.0,4.1,4.0,15.0,Windy,Jam,0,motorcycle,2.0,No,Metropolitian,34
28.0,4.2,4.0,15.0,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,19
35.0,4.7,7.0,140.0,Sunny,Low,2,scooter,1.0,No,Urban,13
30.0,4.8,13.0,15.0,Stormy,Low,2,scooter,1.0,No,Urban,17
31.0,4.9,19.0,15.0,Sandstorms,Medium,1,motorcycle,1.0,No,Urban,23
20.0,4.6,12.0,1400.0,Stormy,Jam,2,motorcycle,1.0,No,Metropolitian,16
38.0,4.5,4.0,15.0,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,25
39.0,4.9,6.0,5.0,Cloudy,High,0,motorcycle,0.0,No,Metropolitian,25
29.0,4.8,3.0,10.0,Sandstorms,Low,1,motorcycle,1.0,No,Urban,16
30.0,4.6,2.0,730.0,Fog,Low,0,motorcycle,0.7446345675136238,No,Urban,21
39.0,4.7,3.0,10.0,Sunny,High,1,motorcycle,0.0,No,Metropolitian,16
22.0,4.6,3.0,10.0,Cloudy,Low,0,motorcycle,1.0,No,Urban,20
23.0,4.7,20.0,10.0,Windy,Jam,0,motorcycle,0.0,No,Metropolitian,39
38.0,4.9,6.0,5.0,Sunny,High,2,motorcycle,1.0,No,Metropolitian,21
38.0,4.5,13.0,1365.0,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,23
39.0,4.8,10.0,15.0,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,34
37.0,4.4,7.0,1300.0,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,25
26.0,4.7,12.0,15.0,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,43
30.0,4.1,4.0,10.0,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,38
35.0,4.7,1.0,730.0,Cloudy,Low,1,scooter,1.0,No,Metropolitian,19
27.0,4.9,16.0,10.0,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,37
39.0,4.6,8.0,1335.0,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,28
32.0,4.9,1.0,5.0,Sandstorms,High,1,scooter,1.0,No,Metropolitian,31
25.0,4.7,10.0,10.0,Sandstorms,Jam,1,motorcycle,1.0,No,Metropolitian,17
29.0,5.0,10.0,10.0,Sandstorms,Jam,1,scooter,0.0,No,Metropolitian,18
29.566910587697233,4.6337736972250205,13.0,120.0,Fog,Low,3,electric_scooter,1.0,Yes,Metropolitian,43
27.0,4.6,11.0,100.0,Sunny,Jam,0,motorcycle,0.0,No,Metropolitian,21
30.0,4.7,4.0,10.0,Windy,Medium,0,motorcycle,0.0,No,Metropolitian,29
34.0,4.6,20.0,5.0,Cloudy,Medium,0,motorcycle,1.0,No,Metropolitian,42
21.0,4.8,16.0,15.0,Stormy,Jam,2,electric_scooter,1.0,No,Urban,24
37.0,4.1,20.0,10.0,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,49
39.0,4.7,6.0,15.0,Cloudy,Medium,0,motorcycle,1.0,No,Metropolitian,27
29.566910587697233,4.6337736972250205,9.0,115.0,Stormy,Low,1,motorcycle,1.0,No,Metropolitian,25
35.0,5.0,7.0,5.0,Cloudy,Jam,2,scooter,1.0,No,Metropolitian,38
25.0,4.7,7.0,15.0,Windy,Medium,2,motorcycle,1.0,No,Metropolitian,26
35.0,4.9,7.0,5.0,Sunny,Medium,2,scooter,0.0,No,Metropolitian,21
25.0,5.0,6.0,10.0,Sunny,High,1,scooter,0.0,No,Urban,13
26.0,4.9,1.0,5.0,Stormy,Low,2,scooter,0.0,No,Urban,16
25.0,4.9,10.0,15.0,Sunny,Jam,1,scooter,1.0,No,Urban,24
38.0,4.6,4.0,10.0,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,27
27.0,4.0,4.0,5.0,Cloudy,Jam,1,scooter,2.0,No,Metropolitian,34
26.0,4.7,4.0,15.0,Cloudy,Jam,1,motorcycle,0.7446345675136238,No,Urban,22
29.566910587697233,4.6337736972250205,10.0,1290.0,Fog,Low,3,electric_scooter,1.0,No,Metropolitian,26
33.0,4.7,9.0,5.0,Windy,Medium,2,motorcycle,1.0,No,Metropolitian,31
37.0,4.9,6.0,5.0,Stormy,High,0,motorcycle,1.0,No,Metropolitian,35
25.0,4.9,7.0,1340.0,Fog,Jam,0,motorcycle,0.7446345675136238,No,Metropolitian,24
32.0,5.0,7.0,10.0,Windy,Jam,2,scooter,0.0,No,Metropolitian,25
26.0,4.9,5.0,1160.0,Sandstorms,Medium,1,scooter,0.0,No,Metropolitian,21
35.0,5.0,4.0,10.0,Sandstorms,Jam,1,scooter,0.0,No,Metropolitian,30
20.0,5.0,12.0,15.0,Sandstorms,Low,0,motorcycle,1.0,No,Urban,24
29.0,4.8,1.0,860.0,Sandstorms,High,2,scooter,0.7446345675136238,No,Metropolitian,29
27.0,4.6,8.0,10.0,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,13
36.0,4.9,1.0,15.0,Cloudy,High,0,motorcycle,0.0,No,Urban,25
23.0,4.0,12.0,15.0,Cloudy,Jam,2,scooter,1.0,No,Metropolitian,39
26.0,4.8,19.0,15.0,Sunny,Jam,2,motorcycle,1.0,No,Metropolitian,22
38.0,4.3,17.0,10.0,Stormy,Jam,2,motorcycle,2.0,Yes,Metropolitian,43
37.0,4.7,12.0,10.0,Stormy,Low,2,motorcycle,1.0,No,Metropolitian,28
29.0,5.0,7.0,15.0,Stormy,Jam,2,electric_scooter,1.0,No,Metropolitian,26
34.0,4.3,20.0,10.0,Sandstorms,Medium,2,scooter,1.0,No,Metropolitian,34
34.0,4.8,9.0,5.0,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,29
31.0,4.6,7.0,1340.0,Sandstorms,Jam,0,motorcycle,0.0,No,Metropolitian,37
38.0,4.6,4.0,5.0,Windy,Medium,2,scooter,1.0,No,Metropolitian,26
36.0,5.0,1.0,10.0,Sandstorms,Low,1,motorcycle,1.0,No,Metropolitian,22
35.0,4.6,19.0,35.0,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,36
31.0,5.0,11.0,15.0,Sandstorms,Medium,2,motorcycle,1.0,No,Urban,20
25.0,4.9,10.0,10.0,Sandstorms,Jam,1,scooter,1.0,No,Metropolitian,26
39.0,4.8,6.0,5.0,Fog,High,0,motorcycle,1.0,No,Metropolitian,28
22.0,4.8,1.0,5.0,Stormy,Low,2,scooter,0.0,No,Urban,14
